id,region,province,companyName,verdict,website,stratum,reviewer,reviewed_at,entity_correct,official_website_correct,identity_correct,source_correct,verdict_correct,commercial_value_real,false_positive,false_negative,critical_contamination,notes,corrected_value
shadow-sanita-veneto-020,Veneto,RO,[SAMPLE] sanita Veneto HOT #20 (RO),HOT,https://sample-sanita-20.example.it,HOT,,,,,,,,,,,,,
shadow-sanita-veneto-021,Veneto,VE,[SAMPLE] sanita Veneto PUBLISHED #1 (VE),PUBLISHED,https://sample-sanita-21.example.it,PUBLISHED,,,,,,,,,,,,,
shadow-sanita-veneto-022,Veneto,VR,[SAMPLE] sanita Veneto PUBLISHED #2 (VR),PUBLISHED,https://sample-sanita-22.example.it,PUBLISHED,,,,,,,,,,,,,
shadow-sanita-veneto-023,Veneto,PD,[SAMPLE] sanita Veneto PUBLISHED #3 (PD),PUBLISHED,https://sample-sanita-23.example.it,PUBLISHED,,,,,,,,,,,,,
shadow-sanita-veneto-024,Veneto,VI,[SAMPLE] sanita Veneto PUBLISHED #4 (VI),PUBLISHED,https://sample-sanita-24.example.it,PUBLISHED,,,,,,,,,,,,,
shadow-sanita-veneto-025,Veneto,TV,[SAMPLE] sanita Veneto PUBLISHED #5 (TV),PUBLISHED,https://sample-sanita-25.example.it,PUBLISHED,,,,,,,,,,,,,
shadow-sanita-veneto-026,Veneto,BL,[SAMPLE] sanita Veneto PUBLISHED #6 (BL),PUBLISHED,https://sample-sanita-26.example.it,PUBLISHED,,,,,,,,,,,,,
shadow-sanita-veneto-027,Veneto,RO,[SAMPLE] sanita Veneto PUBLISHED #7 (RO),PUBLISHED,https://sample-sanita-27.example.it,PUBLISHED,,,,,,,,,,,,,
shadow-sanita-veneto-028,Veneto,VE,[SAMPLE] sanita Veneto PUBLISHED #8 (VE),PUBLISHED,https://sample-sanita-28.example.it,PUBLISHED,,,,,,,,,,,,,
shadow-sanita-veneto-029,Veneto,VR,[SAMPLE] sanita Veneto PUBLISHED #9 (VR),PUBLISHED,https://sample-sanita-29.example.it,PUBLISHED,,,,,,,,,,,,,
shadow-sanita-veneto-030,Veneto,PD,[SAMPLE] sanita Veneto PUBLISHED #10 (PD),PUBLISHED,https://sample-sanita-30.example.it,PUBLISHED,,,,,,,,,,,,,
shadow-sanita-veneto-031,Veneto,VI,[SAMPLE] sanita Veneto PUBLISHED #11 (VI),PUBLISHED,https://sample-sanita-31.example.it,PUBLISHED,,,,,,,,,,,,,
shadow-sanita-veneto-032,Veneto,TV,[SAMPLE] sanita Veneto PUBLISHED #12 (TV),PUBLISHED,https://sample-sanita-32.example.it,PUBLISHED,,,,,,,,,,,,,
shadow-sanita-veneto-033,Veneto,BL,[SAMPLE] sanita Veneto PUBLISHED #13 (BL),PUBLISHED,https://sample-sanita-33.example.it,PUBLISHED,,,,,,,,,,,,,
shadow-sanita-veneto-034,Veneto,RO,[SAMPLE] sanita Veneto PUBLISHED #14 (RO),PUBLISHED,https://sample-sanita-34.example.it,PUBLISHED,,,,,,,,,,,,,
shadow-sanita-veneto-035,Veneto,VE,[SAMPLE] sanita Veneto PUBLISHED #15 (VE),PUBLISHED,https://sample-sanita-35.example.it,PUBLISHED,,,,,,,,,,,,,
shadow-sanita-veneto-036,Veneto,VR,[SAMPLE] sanita Veneto REVIEW #1 (VR),REVIEW,https://sample-sanita-36.example.it,REVIEW,,,,,,,,,,,,,
shadow-sanita-veneto-037,Veneto,PD,[SAMPLE] sanita Veneto REVIEW #2 (PD),REVIEW,https://sample-sanita-37.example.it,REVIEW,,,,,,,,,,,,,
shadow-sanita-veneto-038,Veneto,VI,[SAMPLE] sanita Veneto REVIEW #3 (VI),REVIEW,https://sample-sanita-38.example.it,REVIEW,,,,,,,,,,,,,
shadow-sanita-veneto-039,Veneto,TV,[SAMPLE] sanita Veneto REVIEW #4 (TV),REVIEW,https://sample-sanita-39.example.it,REVIEW,,,,,,,,,,,,,
shadow-sanita-veneto-040,Veneto,BL,[SAMPLE] sanita Veneto REVIEW #5 (BL),REVIEW,https://sample-sanita-40.example.it,REVIEW,,,,,,,,,,,,,
shadow-sanita-veneto-041,Veneto,RO,[SAMPLE] sanita Veneto REVIEW #6 (RO),REVIEW,https://sample-sanita-41.example.it,REVIEW,,,,,,,,,,,,,
shadow-sanita-veneto-042,Veneto,VE,[SAMPLE] sanita Veneto REVIEW #7 (VE),REVIEW,https://sample-sanita-42.example.it,REVIEW,,,,,,,,,,,,,
shadow-sanita-veneto-043,Veneto,VR,[SAMPLE] sanita Veneto REVIEW #8 (VR),REVIEW,https://sample-sanita-43.example.it,REVIEW,,,,,,,,,,,,,
shadow-sanita-veneto-044,Veneto,PD,[SAMPLE] sanita Veneto REVIEW #9 (PD),REVIEW,https://sample-sanita-44.example.it,REVIEW,,,,,,,,,,,,,
shadow-sanita-veneto-045,Veneto,VI,[SAMPLE] sanita Veneto REVIEW #10 (VI),REVIEW,https://sample-sanita-45.example.it,REVIEW,,,,,,,,,,,,,
shadow-sanita-veneto-046,Veneto,TV,[SAMPLE] sanita Veneto REVIEW #11 (TV),REVIEW,https://sample-sanita-46.example.it,REVIEW,,,,,,,,,,,,,
shadow-sanita-veneto-047,Veneto,BL,[SAMPLE] sanita Veneto REVIEW #12 (BL),REVIEW,https://sample-sanita-47.example.it,REVIEW,,,,,,,,,,,,,
shadow-sanita-veneto-048,Veneto,RO,[SAMPLE] sanita Veneto REVIEW #13 (RO),REVIEW,https://sample-sanita-48.example.it,REVIEW,,,,,,,,,,,,,
shadow-sanita-veneto-049,Veneto,VE,[SAMPLE] sanita Veneto REVIEW #14 (VE),REVIEW,https://sample-sanita-49.example.it,REVIEW,,,,,,,,,,,,,
shadow-sanita-veneto-050,Veneto,VR,[SAMPLE] sanita Veneto REVIEW #15 (VR),REVIEW,https://sample-sanita-50.example.it,REVIEW,,,,,,,,,,,,,
shadow-sanita-veneto-051,Veneto,PD,[SAMPLE] sanita Veneto GROUP #1 (PD),GROUP,https://sample-sanita-51.example.it,GROUP,,,,,,,,,,,,,
shadow-sanita-veneto-052,Veneto,VI,[SAMPLE] sanita Veneto GROUP #2 (VI),GROUP,https://sample-sanita-52.example.it,GROUP,,,,,,,,,,,,,
shadow-sanita-veneto-053,Veneto,TV,[SAMPLE] sanita Veneto GROUP #3 (TV),GROUP,https://sample-sanita-53.example.it,GROUP,,,,,,,,,,,,,
shadow-sanita-veneto-054,Veneto,BL,[SAMPLE] sanita Veneto GROUP #4 (BL),GROUP,https://sample-sanita-54.example.it,GROUP,,,,,,,,,,,,,
shadow-sanita-veneto-055,Veneto,RO,[SAMPLE] sanita Veneto GROUP #5 (RO),GROUP,https://sample-sanita-55.example.it,GROUP,,,,,,,,,,,,,
shadow-sanita-veneto-056,Veneto,VE,[SAMPLE] sanita Veneto GROUP #6 (VE),GROUP,https://sample-sanita-56.example.it,GROUP,,,,,,,,,,,,,
shadow-sanita-veneto-057,Veneto,VR,[SAMPLE] sanita Veneto GROUP #7 (VR),GROUP,https://sample-sanita-57.example.it,GROUP,,,,,,,,,,,,,
shadow-sanita-veneto-058,Veneto,PD,[SAMPLE] sanita Veneto GROUP #8 (PD),GROUP,https://sample-sanita-58.example.it,GROUP,,,,,,,,,,,,,
shadow-sanita-veneto-059,Veneto,VI,[SAMPLE] sanita Veneto SINGLE_SITE #1 (VI),SINGLE_SITE,https://sample-sanita-59.example.it,SINGLE_SITE,,,,,,,,,,,,,
shadow-sanita-veneto-060,Veneto,TV,[SAMPLE] sanita Veneto SINGLE_SITE #2 (TV),SINGLE_SITE,https://sample-sanita-60.example.it,SINGLE_SITE,,,,,,,,,,,,,
shadow-sanita-veneto-061,Veneto,BL,[SAMPLE] sanita Veneto SINGLE_SITE #3 (BL),SINGLE_SITE,https://sample-sanita-61.example.it,SINGLE_SITE,,,,,,,,,,,,,
shadow-sanita-veneto-062,Veneto,RO,[SAMPLE] sanita Veneto SINGLE_SITE #4 (RO),SINGLE_SITE,https://sample-sanita-62.example.it,SINGLE_SITE,,,,,,,,,,,,,
shadow-sanita-veneto-063,Veneto,VE,[SAMPLE] sanita Veneto SINGLE_SITE #5 (VE),SINGLE_SITE,https://sample-sanita-63.example.it,SINGLE_SITE,,,,,,,,,,,,,
shadow-sanita-veneto-064,Veneto,VR,[SAMPLE] sanita Veneto SINGLE_SITE #6 (VR),SINGLE_SITE,https://sample-sanita-64.example.it,SINGLE_SITE,,,,,,,,,,,,,
shadow-sanita-veneto-065,Veneto,PD,[SAMPLE] sanita Veneto SINGLE_SITE #7 (PD),SINGLE_SITE,https://sample-sanita-65.example.it,SINGLE_SITE,,,,,,,,,,,,,
shadow-sanita-veneto-066,Veneto,VI,[SAMPLE] sanita Veneto SINGLE_SITE #8 (VI),SINGLE_SITE,https://sample-sanita-66.example.it,SINGLE_SITE,,,,,,,,,,,,,
shadow-sanita-veneto-067,Veneto,TV,[SAMPLE] sanita Veneto PDF #1 (TV),PDF,https://sample-sanita-67.example.it,PDF,,,,,,,,,,,,,
shadow-sanita-veneto-068,Veneto,BL,[SAMPLE] sanita Veneto PDF #2 (BL),PDF,https://sample-sanita-68.example.it,PDF,,,,,,,,,,,,,
shadow-sanita-veneto-069,Veneto,RO,[SAMPLE] sanita Veneto PDF #3 (RO),PDF,https://sample-sanita-69.example.it,PDF,,,,,,,,,,,,,
shadow-sanita-veneto-070,Veneto,VE,[SAMPLE] sanita Veneto PDF #4 (VE),PDF,https://sample-sanita-70.example.it,PDF,,,,,,,,,,,,,
shadow-sanita-veneto-071,Veneto,VR,[SAMPLE] sanita Veneto PDF #5 (VR),PDF,https://sample-sanita-71.example.it,PDF,,,,,,,,,,,,,
shadow-sanita-veneto-072,Veneto,PD,[SAMPLE] sanita Veneto PDF #6 (PD),PDF,https://sample-sanita-72.example.it,PDF,,,,,,,,,,,,,
shadow-sanita-veneto-073,Veneto,VI,[SAMPLE] sanita Veneto PDF #7 (VI),PDF,https://sample-sanita-73.example.it,PDF,,,,,,,,,,,,,
shadow-sanita-veneto-074,Veneto,TV,[SAMPLE] sanita Veneto PDF #8 (TV),PDF,https://sample-sanita-74.example.it,PDF,,,,,,,,,,,,,
shadow-sanita-veneto-075,Veneto,BL,[SAMPLE] sanita Veneto HTML #1 (BL),HTML,https://sample-sanita-75.example.it,HTML,,,,,,,,,,,,,
shadow-sanita-veneto-076,Veneto,RO,[SAMPLE] sanita Veneto HTML #2 (RO),HTML,https://sample-sanita-76.example.it,HTML,,,,,,,,,,,,,
shadow-sanita-veneto-077,Veneto,VE,[SAMPLE] sanita Veneto HTML #3 (VE),HTML,https://sample-sanita-77.example.it,HTML,,,,,,,,,,,,,
shadow-sanita-veneto-078,Veneto,VR,[SAMPLE] sanita Veneto HTML #4 (VR),HTML,https://sample-sanita-78.example.it,HTML,,,,,,,,,,,,,
shadow-sanita-veneto-079,Veneto,PD,[SAMPLE] sanita Veneto HTML #5 (PD),HTML,https://sample-sanita-79.example.it,HTML,,,,,,,,,,,,,
shadow-sanita-veneto-080,Veneto,VI,[SAMPLE] sanita Veneto HTML #6 (VI),HTML,https://sample-sanita-80.example.it,HTML,,,,,,,,,,,,,
shadow-sanita-veneto-081,Veneto,TV,[SAMPLE] sanita Veneto AUTOASSICURAZIONE #1 (TV),AUTOASSICURAZIONE,https://sample-sanita-81.example.it,AUTOASSICURAZIONE,,,,,,,,,,,,,
shadow-sanita-veneto-082,Veneto,BL,[SAMPLE] sanita Veneto AUTOASSICURAZIONE #2 (BL),AUTOASSICURAZIONE,https://sample-sanita-82.example.it,AUTOASSICURAZIONE,,,,,,,,,,,,,
shadow-sanita-veneto-083,Veneto,RO,[SAMPLE] sanita Veneto AUTOASSICURAZIONE #3 (RO),AUTOASSICURAZIONE,https://sample-sanita-83.example.it,AUTOASSICURAZIONE,,,,,,,,,,,,,
shadow-sanita-veneto-084,Veneto,VE,[SAMPLE] sanita Veneto AUTOASSICURAZIONE #4 (VE),AUTOASSICURAZIONE,https://sample-sanita-84.example.it,AUTOASSICURAZIONE,,,,,,,,,,,,,
shadow-sanita-veneto-085,Veneto,VR,[SAMPLE] sanita Veneto AUTOASSICURAZIONE #5 (VR),AUTOASSICURAZIONE,https://sample-sanita-85.example.it,AUTOASSICURAZIONE,,,,,,,,,,,,,
shadow-sanita-veneto-086,Veneto,PD,[SAMPLE] sanita Veneto EXPIRED_POLICY #1 (PD),EXPIRED_POLICY,https://sample-sanita-86.example.it,EXPIRED_POLICY,,,,,,,,,,,,,
shadow-sanita-veneto-087,Veneto,VI,[SAMPLE] sanita Veneto EXPIRED_POLICY #2 (VI),EXPIRED_POLICY,https://sample-sanita-87.example.it,EXPIRED_POLICY,,,,,,,,,,,,,
shadow-sanita-veneto-088,Veneto,TV,[SAMPLE] sanita Veneto EXPIRED_POLICY #3 (TV),EXPIRED_POLICY,https://sample-sanita-88.example.it,EXPIRED_POLICY,,,,,,,,,,,,,
shadow-sanita-veneto-089,Veneto,BL,[SAMPLE] sanita Veneto EXPIRED_POLICY #4 (BL),EXPIRED_POLICY,https://sample-sanita-89.example.it,EXPIRED_POLICY,,,,,,,,,,,,,
shadow-sanita-veneto-090,Veneto,RO,[SAMPLE] sanita Veneto EXPIRED_POLICY #5 (RO),EXPIRED_POLICY,https://sample-sanita-90.example.it,EXPIRED_POLICY,,,,,,,,,,,,,
shadow-sanita-veneto-091,Veneto,VE,[SAMPLE] sanita Veneto NO_SITE #1 (VE),NO_SITE,,NO_SITE,,,,,,,,,,,,,
shadow-sanita-veneto-092,Veneto,VR,[SAMPLE] sanita Veneto NO_SITE #2 (VR),NO_SITE,,NO_SITE,,,,,,,,,,,,,
shadow-sanita-veneto-093,Veneto,PD,[SAMPLE] sanita Veneto NO_SITE #3 (PD),NO_SITE,,NO_SITE,,,,,,,,,,,,,
shadow-sanita-veneto-094,Veneto,VI,[SAMPLE] sanita Veneto NO_SITE #4 (VI),NO_SITE,,NO_SITE,,,,,,,,,,,,,
shadow-sanita-veneto-095,Veneto,TV,[SAMPLE] sanita Veneto NO_SITE #5 (TV),NO_SITE,,NO_SITE,,,,,,,,,,,,,
shadow-sanita-veneto-096,Veneto,BL,[SAMPLE] sanita Veneto CRAWL_INCOMPLETE #1 (BL),CRAWL_INCOMPLETE,https://sample-sanita-96.example.it,CRAWL_INCOMPLETE,,,,,,,,,,,,,
shadow-sanita-veneto-097,Veneto,RO,[SAMPLE] sanita Veneto CRAWL_INCOMPLETE #2 (RO),CRAWL_INCOMPLETE,https://sample-sanita-97.example.it,CRAWL_INCOMPLETE,,,,,,,,,,,,,
shadow-sanita-veneto-098,Veneto,VE,[SAMPLE] sanita Veneto CRAWL_INCOMPLETE #3 (VE),CRAWL_INCOMPLETE,https://sample-sanita-98.example.it,CRAWL_INCOMPLETE,,,,,,,,,,,,,
shadow-sanita-veneto-099,Veneto,VR,[SAMPLE] sanita Veneto CRAWL_INCOMPLETE #4 (VR),CRAWL_INCOMPLETE,https://sample-sanita-99.example.it,CRAWL_INCOMPLETE,,,,,,,,,,,,,
shadow-sanita-veneto-100,Veneto,PD,[SAMPLE] sanita Veneto CRAWL_INCOMPLETE #5 (PD),CRAWL_INCOMPLETE,https://sample-sanita-100.example.it,CRAWL_INCOMPLETE,,,,,,,,,,,,,
